"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"STP","Sub-Saharan Africa","Lower middle income","National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD)","São Tomé and Principe",
