"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"GEO","Europe & Central Asia","Upper middle income","Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas.","Georgia",
