"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Paraguay","PRY","Population ages 40-44, female (% of female population)","SP.POP.4044.FE.5Y","4.22724905820154","4.23700841527043","4.23216683004799","4.22143887474363","4.218345098531","4.22931996324076","4.25559936747103","4.29891993346228","4.33533349695744","4.33368185804968","4.28129599387085","4.19247132953871","4.06190151163812","3.92012714577323","3.81161627020006","3.76169820957149","3.77788797329834","3.84411852607393","3.93646621215991","4.01863746137554","4.06906377342596","4.07787817279559","4.06783484816121","4.05103445058662","4.04504530539137","4.06001332650488","4.08625138973122","4.12869581509605","4.18717927560391","4.26181306513253","4.35044009657942","4.45294560555964","4.57019927908104","4.6907781082477","4.79840606821172","4.88345928234134","4.94007716676919","4.97559576362121","4.99749862603385","5.01726289614685","5.04073539422599","5.07140677048907","5.10926581459549","5.15100872295832","5.18963968282714","5.21943911172882","5.22649355946403","5.23010298726617","5.22739964949647","5.21233923151655","5.18041943047875","5.13473506356687","5.07783393538575","5.02755188629767","5.00876349230746","5.03523397727888","5.11094490152082","5.2256753576036","5.37180127888545",
"Paraguay","PRY","Population ages 35-39, male (% of male population)","SP.POP.3539.MA.5Y","4.65908351042426","4.68849499238027","4.72400433029519","4.74722504110322","4.73256932767885","4.66879054949655","4.5645427814524","4.4234954777493","4.27884590715741","4.18007073018515","4.1549376803914","4.19310057282018","4.30153148165402","4.44327114160697","4.56773639753354","4.64923032772198","4.70772333692666","4.72788965909591","4.72901708376291","4.74186188774195","4.78332205029616","4.83073149311812","4.89974060196813","4.98677515362354","5.0875124241241","5.19891912570956","5.31922637242021","5.45636456211813","5.59231072135281","5.70393258454051","5.77926764388652","5.82564881723284","5.84076381382038","5.8373349535812","5.83338294705507","5.83801639709279","5.85095888008457","5.86139535142212","5.86624129358161","5.86351970142772","5.8526900104491","5.85427783937628","5.86446442001834","5.87319592350047","5.86611728632987","5.83686146496544","5.79466437310126","5.72838542484946","5.66001608769031","5.62524917071802","5.6464755157298","5.72994441175817","5.86473750474136","6.03376374762423","6.21384441347888","6.39237380399178","6.58876618925467","6.78292778654465","6.96446937968459",
"Paraguay","PRY","Population ages 35-39, female (% of female population)","SP.POP.3539.FE.5Y","4.97571873275699","5.00767639817947","5.05192770277985","5.08672539533402","5.07745564771601","5.00502382323443","4.88207712973518","4.70762190121908","4.52398080519986","4.38670386466009","4.32202262142382","4.32375694351961","4.39447422388145","4.50267774421705","4.59929728663107","4.65468252084277","4.69969067212088","4.70740006525679","4.69590877062562","4.69337245671422","4.71411825004948","4.74469830169152","4.79348820018288","4.85929372798731","4.94078369175902","5.03582186538027","5.14579264059369","5.27149050446803","5.39715532615744","5.50385446684104","5.58311357293934","5.64980100735642","5.6927235720066","5.71942510107037","5.7401720729723","5.75896988355701","5.77326062206102","5.78307065547508","5.79137666237973","5.80044216696087","5.80875000620414","5.8317807408628","5.86076465852825","5.88442188553988","5.88666006185794","5.8596562856987","5.81508468877633","5.74155623012303","5.66101780189004","5.6101172638911","5.61248603521773","5.68174597056051","5.800201352557","5.95300382453974","6.12034493700698","6.29144308083463","6.49044425650285","6.69270670396887","6.886032475419",
"Paraguay","PRY","Population ages 30-34, male (% of male population)","SP.POP.3034.MA.5Y","5.44006250393585","5.32892597698188","5.15966194586322","4.97909439186904","4.84475994269001","4.77668999837221","4.79888859845645","4.89713363613579","5.04047603165562","5.17395464946952","5.25815113902839","5.30873380997279","5.33727786046877","5.36292860393819","5.40612395714241","5.46933839523527","5.55669923844629","5.65114475640274","5.76006792371239","5.88895001904439","6.03199894276072","6.1690716654301","6.32566511184702","6.48111711256855","6.60647252493699","6.68676467814893","6.73041122203015","6.73818737270876","6.72351238165054","6.70823162662118","6.70406879637799","6.71575604197462","6.7307700890765","6.7470692895518","6.75908994258984","6.76093444153841","6.75206825631519","6.73413010158815","6.70292746946126","6.65459630260487","6.59240002921575","6.54665800308293","6.48974618954351","6.43524699599466","6.40635513643257","6.42004671615422","6.49474769717822","6.61054818058686","6.76214682594307","6.93643013454173","7.12045175359241","7.30387476942606","7.49789650430522","7.69120362314711","7.86580778323517","8.00997529328098","8.12779492042857","8.21216327768715","8.27001429986015",
"Paraguay","PRY","Population ages 30-34, female (% of female population)","SP.POP.3034.FE.5Y","5.88806496261275","5.76623172123925","5.56815363356128","5.3417238741726","5.15606707051725","5.0477331651729","5.0461715890555","5.11450163090308","5.21653393366453","5.30096182911057","5.34043025060989","5.38278897610618","5.40089764587516","5.40550312215183","5.41414733419528","5.43638547803506","5.50939362183332","5.58343135561387","5.66546822708937","5.76244663586917","5.87317375175711","5.99996173729941","6.146633098049","6.2935880390922","6.41500089811826","6.49898399167369","6.55557024612896","6.58545978776224","6.59913304117473","6.61203523830591","6.63215756724284","6.65757832266272","6.67461301467657","6.68422411797182","6.68859105578848","6.68954511348157","6.70185373869217","6.71048445649431","6.70523316066297","6.67819344103428","6.63296453411148","6.5931283973688","6.53521685909948","6.47194685625391","6.4269760273851","6.41954481834821","6.47529474339824","6.56930784415203","6.69904491979507","6.85510654544034","7.02739875573708","7.21026695409631","7.40876192367764","7.60969720875806","7.79179206600261","7.94165866207217","8.06885181972336","8.1599466089853","8.22186447602847",
"Paraguay","PRY","Population ages 25-29, male (% of male population)","SP.POP.2529.MA.5Y","5.72344356554214","5.7835125120373","5.8949226177059","6.01257483145714","6.08564744410076","6.09631886147478","6.18642205220367","6.2248330262805","6.22140466282516","6.21077595173705","6.22280455254829","6.35440307146591","6.50639073457064","6.66178986596809","6.80905168530767","6.94628963207217","7.1701498765518","7.38942713077754","7.58274906459872","7.72715089444532","7.81054222162378","7.86118135154369","7.87223029369034","7.85746065815243","7.83795836143552","7.82663983339664","7.83137419806546","7.8418533604888","7.85491216816954","7.86748324521028","7.87684531755732","7.89001112061983","7.89744999656334","7.88407387807635","7.83610461407612","7.75621703715766","7.65837415444875","7.5414444802157","7.43315385478822","7.36915881275382","7.36915144640326","7.41693886545547","7.51787095753758","7.66006390226547","7.82157051991313","7.98726976279029","8.1820686452136","8.3714338162941","8.54820011625412","8.70706661831535","8.8443970429058","8.94694208308271","9.02900044108544","9.08879812601724","9.12622783905738","9.14409799105049","9.14880266993571","9.128247104712","9.09172012076962",
"Paraguay","PRY","Population ages 25-29, female (% of female population)","SP.POP.2529.FE.5Y","6.13444917083432","6.13496127481707","6.19894333620727","6.29328951876595","6.36733807684641","6.39143476923723","6.42860511700629","6.42295534041577","6.39386578873871","6.37172556073663","6.37456400330652","6.45411425946167","6.54837750431027","6.65353530027643","6.76582504027496","6.88189214268759","7.07506749865845","7.26372517568609","7.43143958487372","7.55739677505728","7.63066016431794","7.69024739304495","7.71704199357268","7.72432533296014","7.72852009943331","7.73752292213907","7.75599825925627","7.77649979442394","7.79792154645287","7.82052526379215","7.84333483039104","7.85321778821197","7.86483179925938","7.8654116725142","7.83755601764039","7.77741143559776","7.69133956909059","7.58317003575008","7.483084905938","7.42623929053859","7.42919364192636","7.45042158737054","7.52057579132711","7.63331075195974","7.77180030751421","7.92345218802914","8.10992178758633","8.29783698536525","8.47886497228674","8.64386597996176","8.78638932995847","8.89297546773174","8.97737664291241","9.03873343604966","9.07709394166266","9.09468724283233","9.09834516822081","9.07492320572523","9.03482358187346",
"Paraguay","PRY","Population ages 20-24, male (% of male population)","SP.POP.2024.MA.5Y","7.85291081981981","7.89418189486544","7.86538887243521","7.80872646889922","7.77223679201792","7.77350417412739","7.86401611387525","7.96153558661748","8.0761356464449","8.20977740794674","8.35662924735156","8.57508808669847","8.80419072640849","9.02045402313526","9.18505682388295","9.27540225486886","9.38609729804917","9.40647402837086","9.36739450862098","9.31373491998148","9.27054229642845","9.27371560952712","9.28527313259887","9.29834351017294","9.30550255581981","9.30510990594885","9.31665829668083","9.33482688391039","9.33630192454858","9.29421367352832","9.20260493875276","9.06303057483994","8.8953317628828","8.73858041024502","8.63470125451839","8.60029012286188","8.60515608646688","8.66391197149133","8.76939706317015","8.90780698521932","9.06724243558002","9.2116967151228","9.37779191681464","9.54947846028654","9.7040223824697","9.82770223648051","9.93267964929389","9.9940629067281","10.0231660130907","10.0371676637786","10.0447881055996","10.0169366754956","9.98026853083953","9.93848365735029","9.8960234643329","9.85597443133586","9.81968614540049","9.78988249813889","9.75066888517993",
"Paraguay","PRY","Population ages 20-24, female (% of female population)","SP.POP.2024.FE.5Y","7.96235083661932","8.00404562838965","7.98649249823824","7.93499218305378","7.89165099897337","7.88534914430738","7.94265236802365","8.00899664968514","8.08635967399308","8.1821545434574","8.30484485574306","8.49495149288134","8.70497711203317","8.90381964582972","9.05222049767186","9.13593301538661","9.23249600346132","9.24939610049546","9.21338865141453","9.16524264596185","9.13060688024277","9.15009284876297","9.1723687715854","9.18999136985982","9.19792089873023","9.19859245675769","9.21989308236362","9.24993364317201","9.26607171874613","9.24131026746014","9.16751116075713","9.04015863291353","8.88394408909398","8.73434967675293","8.63291302166088","8.59755999112848","8.60398261608556","8.65835409850186","8.75278074045441","8.87679776392522","9.0224918019518","9.15186320458831","9.31187349058788","9.48428524174829","9.64316278012734","9.77233926231881","9.88065579372647","9.94477691416074","9.97455914537512","9.98709944881269","9.99227973885775","9.96332078651124","9.92356814810076","9.87662734511368","9.82750670586894","9.78049826957028","9.74052590243658","9.70608127232695","9.6610885910111",
"Paraguay","PRY","Population ages 15-64 (% of total population)","SP.POP.1564.TO.ZS","48.8953294357223","48.994690087891","49.0214362972408","49.0135338272828","49.0267466693786","49.0917650570581","49.3150101194235","49.5728914710196","49.8459526794195","50.1164320478694","50.3878976891047","50.7663017347839","51.1790749859728","51.5899436197674","51.9527097806775","52.2491169711376","52.7093239716087","53.0280458203807","53.2563912522085","53.4644893717268","53.6806230212254","53.8526270871441","54.0710109753739","54.2918171973918","54.4573445687929","54.5509781781599","54.5682458110792","54.5718421304585","54.5722675461798","54.5940932929588","54.6552684051373","54.7155370413632","54.8095126802047","54.9522424746284","55.1577057656854","55.4285894325593","55.7152225124387","56.050224643117","56.4323650946789","56.8617629961649","57.3367529748996","57.7678788094012","58.2766871721383","58.8297862855411","59.3763565660426","59.8893209103486","60.3927282197105","60.8049668136568","61.1682558812737","61.5456808005827","61.960985700683","62.3265371557933","62.7543277633202","63.1944526071262","63.5700206208726","63.8457301337723","64.084157930016","64.2228345056749","64.2973488989559",
